ID,sex,age,Born in the US? ,num children,Degree,Years of school,Redistribution good,God,Happy,science spending,afterlife
1514,female,33,Yes,0,Bachelors,16,disagree,Believe without a doubt,pretty happy,spending too little,Yes
1515,female,41,Yes,3,Bachelors,17,disagree,Belief in a higher power,pretty happy,spending too little,Yes
1516,male,19,Yes,0,High School,10,agree,Atheist,pretty happy,spending too little,No
1517,female,67,Yes,2,Bachelors,16,disagree,Believe without a doubt,not too happy,spending about the right amount,Yes
1518,male,28,No,1,High School,13,agree,Atheist,not too happy,spending too little,No
1519,female,25,Yes,0,High School,15,unsure,"Believe, but with some doubts",not too happy,spending too little,Yes
1520,female,72,Yes,4,High School,12,agree,"Believe, but with some doubts",pretty happy,spending about the right amount,Yes
1521,male,80,Yes,2,Graduate degree,20,unsure,"Believe, but with some doubts",pretty happy,spending about the right amount,Yes
1522,male,86,Yes,5,Bachelors,17,agree,Atheist,pretty happy,spending too little,No
1523,male,60,Yes,3,High School,14,disagree,"Believe, but with some doubts",pretty happy,spending too little,Yes
1524,male,67,Yes,2,High School,12,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1525,female,68,Yes,2,High School,12,agree,Believe without a doubt,not too happy,spending about the right amount,Yes
1526,female,56,Yes,0,Bachelors,16,agree,Believe without a doubt,not too happy,spending too little,Yes
1527,male,36,No,0,Bachelors,16,agree,Believe in god sometimes,Very happy,spending about the right amount,Yes
1528,male,59,Yes,2,Bachelors,16,unsure,Belief in a higher power,pretty happy,spending about the right amount,Yes
1529,female,40,Yes,0,Bachelors,17,unsure,Believe without a doubt,Very happy,spending too little,Yes
1530,female,53,Yes,0,High School,10,agree,Believe without a doubt,pretty happy,spending about the right amount,No
1531,female,69,Yes,1,Graduate degree,19,disagree,Believe without a doubt,pretty happy,spending too little,Yes
1532,male,57,Yes,0,High School,15,agree,Atheist,not too happy,spending too little,Yes
1533,male,38,Yes,0,Bachelors,16,agree,"Don't know, no way to find out",not too happy,spending too little,No
1534,male,39,Yes,0,Bachelors,18,agree,"Don't know, no way to find out",not too happy,spending too little,No
1535,female,85,Yes,2,Bachelors,15,agree,Believe without a doubt,pretty happy,spending too much,Yes
1536,female,83,Yes,4,High School,14,agree,Believe without a doubt,not too happy,spending about the right amount,Yes
1537,male,62,Yes,0,High School,12,disagree,"Believe, but with some doubts",not too happy,spending about the right amount,Yes
1538,male,65,Yes,2,High School,12,agree,Believe without a doubt,Very happy,spending too little,Yes
1539,male,67,Yes,0,High School,12,agree,"Believe, but with some doubts",pretty happy,spending about the right amount,Yes
1540,female,33,No,4,High School,14,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
1541,female,73,Yes,2,High School,12,agree,Believe without a doubt,pretty happy,spending too little,Yes
1542,female,49,Yes,1,Bachelors,16,agree,Believe without a doubt,not too happy,spending about the right amount,Yes
1543,female,22,Yes,0,Associates,14,agree,Belief in a higher power,pretty happy,spending too little,Yes
1544,male,32,Yes,0,High School,17,agree,"Believe, but with some doubts",pretty happy,spending too little,Yes
1545,female,53,Yes,1,Bachelors,16,disagree,"Believe, but with some doubts",not too happy,spending about the right amount,Yes
1546,female,65,Yes,4,High School,12,unsure,"Believe, but with some doubts",pretty happy,spending about the right amount,Yes
1547,female,29,Yes,0,Graduate degree,18,agree,Believe without a doubt,not too happy,spending too much,Yes
1548,female,71,Yes,2,Bachelors,16,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
1549,male,63,Yes,4,High School,12,agree,Atheist,Very happy,spending too much,Yes
1550,female,24,No,0,Bachelors,17,unsure,"Believe, but with some doubts",pretty happy,spending too much,No
1551,male,75,Yes,3,Graduate degree,18,agree,"Don't know, no way to find out",pretty happy,spending about the right amount,No
1552,female,61,Yes,4,High School,13,unsure,Believe without a doubt,pretty happy,spending too little,Yes
1553,female,81,No,2,High School,10,agree,"Believe, but with some doubts",pretty happy,spending too little,Yes
1554,female,67,Yes,3,High School,13,agree,Believe without a doubt,pretty happy,spending too little,Yes
1555,male,23,Yes,0,High School,12,agree,Believe without a doubt,pretty happy,spending too little,Yes
1556,male,63,Yes,0,High School,13,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
1557,female,50,Yes,2,Associates,15,disagree,Believe without a doubt,not too happy,spending about the right amount,Yes
1558,male,69,Yes,1,High School,13,disagree,Believe without a doubt,not too happy,spending too much,Yes
1559,female,38,Yes,0,High School,13,unsure,Believe in god sometimes,not too happy,spending about the right amount,Yes
1560,female,60,Yes,0,Associates,16,agree,Belief in a higher power,not too happy,spending about the right amount,No
1561,female,68,Yes,2,High School,13,unsure,Belief in a higher power,pretty happy,spending too little,Yes
1562,female,18,Yes,0,High School,13,agree,"Don't know, no way to find out",pretty happy,spending too little,No
1563,female,83,Yes,3,Bachelors,16,disagree,Believe without a doubt,pretty happy,spending too little,Yes
1564,male,75,Yes,2,Bachelors,16,agree,"Believe, but with some doubts",pretty happy,spending about the right amount,Yes
1565,female,19,Yes,0,Graduate degree,14,disagree,"Believe, but with some doubts",pretty happy,spending about the right amount,Yes
1566,male,82,No,2,High School,10,unsure,Believe without a doubt,not too happy,spending about the right amount,Yes
1567,female,52,Yes,0,Graduate degree,18,agree,Belief in a higher power,Very happy,spending too little,Yes
1568,male,25,Yes,0,Bachelors,17,agree,Belief in a higher power,not too happy,spending too little,Yes
1569,female,57,Yes,4,High School,12,agree,Believe without a doubt,Very happy,spending about the right amount,Yes
1570,male,63,Yes,0,High School,13,agree,"Believe, but with some doubts",pretty happy,spending too little,Yes
1571,male,26,Yes,0,Bachelors,16,agree,"Believe, but with some doubts",not too happy,spending too little,Yes
1572,female,47,No,2,Bachelors,16,agree,Believe without a doubt,not too happy,spending too little,Yes
1573,male,22,Yes,0,High School,12,unsure,Believe in god sometimes,pretty happy,spending too much,Yes
1574,male,47,Yes,4,Less than High School,11,unsure,Believe without a doubt,Very happy,spending too little,Yes
1575,female,32,Yes,0,Bachelors,16,agree,"Believe, but with some doubts",pretty happy,spending too little,Yes
1576,female,67,Yes,4,High School,14,disagree,Believe without a doubt,not too happy,spending too little,Yes
1577,female,73,Yes,6,Graduate degree,19,unsure,Believe without a doubt,pretty happy,spending too little,No
1578,male,44,Yes,2,Graduate degree,20,unsure,Believe without a doubt,pretty happy,spending too little,Yes
1579,female,45,Yes,3,Bachelors,16,agree,"Believe, but with some doubts",pretty happy,spending too much,Yes
1580,female,22,Yes,1,Less than High School,11,agree,Believe without a doubt,not too happy,spending about the right amount,Yes
1581,male,30,No,0,Associates,14,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
1582,female,56,Yes,3,High School,13,agree,Believe without a doubt,pretty happy,spending too little,Yes
1583,female,51,Yes,0,Graduate degree,18,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1584,male,51,Yes,2,Bachelors,16,disagree,Believe without a doubt,pretty happy,spending too much,Yes
1585,male,84,Yes,0,High School,15,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1586,female,46,Yes,2,High School,12,agree,Atheist,pretty happy,spending about the right amount,No
1587,female,65,Yes,1,Less than High School,13,agree,Believe without a doubt,not too happy,spending about the right amount,Yes
1588,male,51,Yes,2,High School,12,agree,Belief in a higher power,not too happy,spending too little,No
1589,male,56,Yes,1,High School,12,disagree,Belief in a higher power,Very happy,spending about the right amount,Yes
1590,male,40,Yes,1,Graduate degree,19,agree,"Don't know, no way to find out",pretty happy,spending too little,No
1591,female,22,No,0,High School,14,agree,"Believe, but with some doubts",pretty happy,spending too little,Yes
1592,male,23,Yes,1,High School,12,unsure,"Believe, but with some doubts",Very happy,spending too little,Yes
1593,female,54,Yes,2,Graduate degree,20,agree,Believe without a doubt,not too happy,spending too little,Yes
1594,female,58,Yes,1,Associates,14,agree,Believe in god sometimes,pretty happy,spending too little,Yes
1595,female,53,Yes,3,Graduate degree,18,disagree,Believe without a doubt,Very happy,spending too little,Yes
1596,male,76,Yes,2,Graduate degree,20,agree,Atheist,pretty happy,spending about the right amount,No
1597,male,79,Yes,3,Bachelors,16,agree,"Don't know, no way to find out",Very happy,spending about the right amount,No
1598,female,67,Yes,0,Graduate degree,20,agree,Belief in a higher power,not too happy,spending too little,Yes
1599,male,38,Yes,0,Associates,15,disagree,"Don't know, no way to find out",not too happy,spending too little,No
1600,female,59,Yes,3,Less than High School,8,disagree,Believe without a doubt,not too happy,spending too little,No
1601,male,48,Yes,4,High School,12,agree,Believe in god sometimes,pretty happy,spending too much,No
1602,male,72,Yes,2,High School,14,agree,Believe without a doubt,pretty happy,spending about the right amount,No
1603,female,33,No,2,High School,12,agree,Believe without a doubt,not too happy,spending about the right amount,Yes
1604,female,37,No,0,High School,11,agree,Believe without a doubt,not too happy,spending about the right amount,Yes
1605,male,19,Yes,0,Less than High School,12,disagree,Believe without a doubt,not too happy,spending about the right amount,Yes
1606,male,51,Yes,2,Graduate degree,19,agree,Believe without a doubt,pretty happy,spending too little,Yes
1607,male,49,No,2,Bachelors,18,agree,Believe without a doubt,Very happy,spending too little,Yes
1608,female,73,Yes,2,Bachelors,16,agree,Atheist,Very happy,spending about the right amount,No
1609,female,30,Yes,1,High School,15,agree,"Don't know, no way to find out",not too happy,spending about the right amount,Yes
1610,male,56,Yes,0,High School,15,agree,"Don't know, no way to find out",pretty happy,spending too little,No
1611,female,80,Yes,3,High School,13,agree,Believe without a doubt,not too happy,spending too little,Yes
1612,male,76,Yes,1,Graduate degree,18,agree,Believe without a doubt,Very happy,spending too little,Yes
1613,female,41,Yes,1,High School,14,unsure,Believe without a doubt,not too happy,spending too much,Yes
1614,female,68,Yes,2,Associates,14,unsure,Believe without a doubt,Very happy,spending too little,Yes
1615,female,30,Yes,2,Associates,16,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
1616,female,31,Yes,2,High School,12,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1617,male,54,Yes,2,High School,14,disagree,Believe without a doubt,pretty happy,spending too little,Yes
1618,female,78,Yes,2,Bachelors,16,agree,"Don't know, no way to find out",pretty happy,spending about the right amount,No
1619,male,65,No,2,Graduate degree,16,agree,"Believe, but with some doubts",pretty happy,spending about the right amount,No
1620,female,44,No,2,Graduate degree,18,agree,Belief in a higher power,pretty happy,spending about the right amount,Yes
1621,female,54,Yes,1,High School,14,agree,Believe without a doubt,not too happy,spending too little,Yes
1622,male,46,Yes,0,Graduate degree,16,unsure,Believe without a doubt,pretty happy,spending too little,Yes
1623,female,50,Yes,0,Bachelors,16,disagree,Believe without a doubt,pretty happy,spending too much,No
1624,female,58,Yes,0,Bachelors,16,agree,Belief in a higher power,pretty happy,spending too little,No
1625,male,56,Yes,2,Bachelors,16,unsure,Believe without a doubt,Very happy,spending too little,Yes
1626,male,53,Yes,4,High School,13,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1627,female,29,Yes,0,Associates,17,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1628,male,61,No,3,Graduate degree,20,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1629,male,44,Yes,2,High School,13,disagree,Believe without a doubt,not too happy,spending too little,Yes
1630,female,46,Yes,2,Associates,14,agree,"Don't know, no way to find out",not too happy,spending about the right amount,No
1631,female,55,Yes,1,Graduate degree,16,agree,Atheist,pretty happy,spending about the right amount,No
1632,female,47,Yes,1,High School,13,agree,Believe without a doubt,Very happy,spending too little,No
1633,female,68,No,0,Bachelors,16,disagree,"Believe, but with some doubts",not too happy,spending about the right amount,Yes
1634,male,34,Yes,1,Graduate degree,18,agree,"Don't know, no way to find out",pretty happy,spending too little,No
1635,female,66,Yes,1,Graduate degree,18,agree,Atheist,pretty happy,spending too little,No
1636,female,69,No,2,Less than High School,3,agree,Believe without a doubt,Very happy,spending too little,Yes
1637,male,53,Yes,0,High School,12,agree,Belief in a higher power,pretty happy,spending about the right amount,No
1638,female,72,Yes,2,Bachelors,16,agree,"Believe, but with some doubts",pretty happy,spending too little,Yes
1639,female,68,Yes,2,High School,12,disagree,Believe without a doubt,not too happy,spending too little,Yes
1640,female,29,Yes,0,High School,14,agree,Belief in a higher power,Very happy,spending too little,Yes
1641,male,31,Yes,0,Bachelors,17,agree,"Believe, but with some doubts",pretty happy,spending too little,Yes
1642,male,61,Yes,0,Bachelors,16,disagree,"Believe, but with some doubts",pretty happy,spending too little,Yes
1643,male,69,Yes,4,High School,12,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1644,male,39,Yes,0,Associates,16,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
1645,male,59,Yes,0,Bachelors,16,disagree,"Believe, but with some doubts",not too happy,spending about the right amount,No
1646,female,51,Yes,3,Graduate degree,18,disagree,Belief in a higher power,Very happy,spending about the right amount,No
1647,male,67,Yes,4,Bachelors,18,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
1648,female,72,Yes,2,High School,14,unsure,"Don't know, no way to find out",pretty happy,spending about the right amount,No
1649,female,50,Yes,0,Bachelors,16,agree,Believe without a doubt,pretty happy,spending too little,No
1650,male,35,Yes,0,High School,12,agree,"Don't know, no way to find out",not too happy,spending about the right amount,No
1651,male,61,Yes,1,High School,12,agree,Believe without a doubt,not too happy,spending about the right amount,Yes
1652,female,69,Yes,0,Associates,14,agree,Believe without a doubt,not too happy,spending too little,Yes
1653,female,34,Yes,5,Associates,15,agree,Believe without a doubt,not too happy,spending about the right amount,No
1654,female,58,Yes,2,Less than High School,10,agree,Believe without a doubt,pretty happy,spending about the right amount,No
1655,male,52,Yes,2,Graduate degree,18,agree,"Don't know, no way to find out",Very happy,spending too little,No
1656,male,52,Yes,2,Graduate degree,19,agree,Believe in god sometimes,pretty happy,spending too little,Yes
1657,female,51,Yes,0,Graduate degree,20,unsure,Believe without a doubt,pretty happy,spending too little,Yes
1658,female,23,Yes,0,High School,16,agree,Believe without a doubt,pretty happy,spending too little,Yes
1659,female,64,Yes,4,High School,12,disagree,Believe without a doubt,pretty happy,spending too little,Yes
1660,female,47,Yes,2,High School,13,agree,Belief in a higher power,pretty happy,spending too little,Yes
1661,male,43,Yes,2,Bachelors,16,agree,Atheist,pretty happy,spending about the right amount,No
1662,female,44,Yes,2,Graduate degree,17,agree,Belief in a higher power,pretty happy,spending about the right amount,No
1663,male,61,No,2,Graduate degree,20,disagree,Belief in a higher power,pretty happy,spending too much,No
1664,male,67,Yes,1,Bachelors,16,agree,Believe without a doubt,pretty happy,spending too little,Yes
1665,male,70,Yes,3,Graduate degree,19,disagree,Atheist,pretty happy,spending about the right amount,No
1666,female,69,Yes,4,High School,12,agree,Believe without a doubt,Very happy,spending too little,Yes
1667,male,63,Yes,2,Associates,16,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
1668,male,30,No,1,High School,14,agree,"Believe, but with some doubts",Very happy,spending too little,Yes
1669,female,59,No,2,Graduate degree,18,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1670,female,35,Yes,0,Graduate degree,17,agree,Belief in a higher power,pretty happy,spending too little,Yes
1671,female,61,Yes,2,High School,12,disagree,Believe without a doubt,not too happy,spending about the right amount,Yes
1672,female,47,No,2,Graduate degree,20,agree,Atheist,pretty happy,spending too little,No
1673,female,30,No,0,Graduate degree,14,agree,Believe without a doubt,Very happy,spending about the right amount,Yes
1674,male,33,Yes,2,Bachelors,17,unsure,Believe without a doubt,pretty happy,spending too little,Yes
1675,female,24,Yes,0,High School,14,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1676,male,68,Yes,2,Associates,14,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1677,female,42,Yes,1,Bachelors,17,agree,"Believe, but with some doubts",pretty happy,spending too little,Yes
1678,male,63,Yes,3,High School,12,unsure,Believe without a doubt,pretty happy,spending too much,Yes
1679,female,37,Yes,2,High School,12,agree,Believe in god sometimes,Very happy,spending too little,Yes
1680,female,77,Yes,1,High School,12,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1681,female,30,No,1,Associates,18,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
1682,male,77,Yes,2,High School,12,agree,Believe without a doubt,not too happy,spending about the right amount,Yes
1683,female,56,Yes,3,High School,12,agree,Believe without a doubt,Very happy,spending about the right amount,Yes
1684,female,44,Yes,2,Bachelors,16,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1685,female,30,Yes,0,Bachelors,16,agree,Atheist,not too happy,spending too little,No
1686,female,70,Yes,2,High School,13,disagree,Believe without a doubt,not too happy,spending about the right amount,No
1687,female,78,Yes,1,Less than High School,8,agree,Believe without a doubt,pretty happy,spending too little,Yes
1688,male,45,Yes,1,Bachelors,17,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1689,male,24,Yes,0,Bachelors,16,agree,"Believe, but with some doubts",Very happy,spending too little,Yes
1690,female,75,Yes,4,Associates,13,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1691,female,71,Yes,0,High School,13,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1692,female,55,Yes,2,Less than High School,11,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1693,female,29,Yes,1,High School,12,agree,"Don't know, no way to find out",Very happy,spending about the right amount,Yes
1694,female,42,Yes,6,High School,13,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1695,male,54,Yes,4,High School,14,unsure,Believe without a doubt,pretty happy,spending too little,Yes
1696,male,29,Yes,0,Bachelors,16,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
1697,female,67,Yes,0,Graduate degree,18,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1698,female,23,Yes,0,Less than High School,11,agree,Believe without a doubt,Very happy,spending about the right amount,Yes
1699,male,22,Yes,0,High School,15,agree,"Don't know, no way to find out",pretty happy,spending too little,Yes
1700,male,38,No,1,High School,12,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
1701,female,40,Yes,0,Graduate degree,16,disagree,Believe in god sometimes,not too happy,spending too little,No
1702,male,84,Yes,6,High School,15,unsure,Believe without a doubt,Very happy,spending about the right amount,Yes
1703,female,41,Yes,6,Bachelors,16,disagree,Belief in a higher power,Very happy,spending too much,Yes
1704,female,42,Yes,0,High School,12,agree,Believe without a doubt,pretty happy,spending too much,Yes
1705,male,37,Yes,3,High School,13,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
1706,female,68,Yes,0,High School,12,disagree,Believe without a doubt,pretty happy,spending about the right amount,No
1707,female,51,Yes,3,Bachelors,16,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
1708,female,47,Yes,2,Associates,14,agree,Believe without a doubt,pretty happy,spending too much,No
1709,female,55,No,2,Graduate degree,16,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1710,female,63,Yes,2,High School,12,unsure,Believe without a doubt,not too happy,spending about the right amount,Yes
1711,male,40,Yes,4,Bachelors,16,disagree,Believe without a doubt,pretty happy,spending too much,Yes
1712,male,24,Yes,0,Bachelors,18,agree,"Don't know, no way to find out",pretty happy,spending too little,Yes
1713,male,44,Yes,2,Bachelors,17,disagree,Belief in a higher power,Very happy,spending about the right amount,Yes
1714,female,33,Yes,0,Graduate degree,20,unsure,"Don't know, no way to find out",pretty happy,spending too little,No
1715,female,23,Yes,0,Bachelors,16,agree,Believe without a doubt,pretty happy,spending too little,Yes
1716,female,38,Yes,2,Less than High School,11,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1717,male,52,Yes,3,Bachelors,16,agree,"Believe, but with some doubts",pretty happy,spending about the right amount,Yes
1718,female,26,Yes,0,Graduate degree,17,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1719,female,57,Yes,0,High School,15,unsure,Belief in a higher power,not too happy,spending about the right amount,Yes
1720,male,74,Yes,5,Bachelors,16,disagree,Believe without a doubt,not too happy,spending about the right amount,Yes
1721,female,50,Yes,1,Graduate degree,18,disagree,Believe without a doubt,pretty happy,spending too little,No
1722,female,82,Yes,2,High School,14,disagree,Believe without a doubt,pretty happy,spending too little,Yes
1723,male,38,Yes,0,High School,14,disagree,Believe without a doubt,pretty happy,spending too little,Yes
1724,female,49,Yes,2,Bachelors,16,agree,"Believe, but with some doubts",pretty happy,spending too little,Yes
1725,female,85,Yes,1,Bachelors,14,disagree,Belief in a higher power,pretty happy,spending too little,No
1726,female,26,Yes,0,Graduate degree,16,agree,"Believe, but with some doubts",pretty happy,spending too little,Yes
1727,male,65,Yes,2,High School,16,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
1728,female,53,Yes,2,Bachelors,16,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1729,male,39,Yes,0,Bachelors,16,disagree,Believe without a doubt,not too happy,spending too little,Yes
1730,female,71,Yes,0,Associates,14,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
1731,male,68,Yes,3,High School,12,disagree,"Believe, but with some doubts",Very happy,spending about the right amount,No
1732,female,61,Yes,0,Bachelors,16,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
1733,female,79,Yes,4,High School,12,disagree,Believe without a doubt,pretty happy,spending too little,Yes
1734,male,50,Yes,0,High School,14,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
1735,female,67,Yes,3,High School,12,disagree,Believe without a doubt,Very happy,spending too much,Yes
1736,female,65,Yes,2,Associates,15,agree,Belief in a higher power,pretty happy,spending too little,No
1737,female,69,Yes,3,High School,13,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1738,female,46,No,3,Bachelors,16,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1739,male,42,Yes,5,High School,12,unsure,Atheist,Very happy,spending too little,No
1740,female,83,Yes,2,High School,12,disagree,"Believe, but with some doubts",pretty happy,spending too little,Yes
1741,male,51,No,1,Bachelors,16,agree,"Believe, but with some doubts",Very happy,spending about the right amount,Yes
1742,male,59,Yes,0,High School,13,agree,Belief in a higher power,not too happy,spending about the right amount,No
1743,male,31,No,0,Bachelors,16,agree,Believe without a doubt,Very happy,spending about the right amount,Yes
1744,female,56,Yes,0,High School,12,agree,Believe without a doubt,not too happy,spending about the right amount,Yes
1745,male,85,Yes,2,Associates,16,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1746,female,33,Yes,2,High School,12,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1747,female,47,Yes,2,Bachelors,18,agree,"Believe, but with some doubts",pretty happy,spending too little,Yes
1748,female,69,Yes,0,Bachelors,16,disagree,Believe without a doubt,not too happy,spending about the right amount,Yes
1749,female,41,Yes,1,High School,12,unsure,Believe in god sometimes,pretty happy,spending too little,Yes
1750,female,32,Yes,0,Bachelors,17,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
1751,male,64,Yes,2,High School,18,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
1752,female,71,Yes,2,Graduate degree,18,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1753,male,19,No,0,High School,12,disagree,"Believe, but with some doubts",pretty happy,spending too little,Yes
1754,male,55,Yes,0,Less than High School,6,disagree,Believe without a doubt,pretty happy,spending too little,Yes
1755,female,30,Yes,2,Bachelors,14,unsure,Atheist,not too happy,spending about the right amount,Yes
1756,female,77,No,0,Graduate degree,20,disagree,Believe without a doubt,pretty happy,spending too little,Yes
1757,female,65,No,2,Bachelors,16,disagree,Atheist,pretty happy,spending too little,No
1758,male,69,Yes,0,Bachelors,16,agree,"Don't know, no way to find out",pretty happy,spending about the right amount,No
1759,female,89,No,1,Graduate degree,19,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1760,male,25,Yes,0,High School,12,agree,"Don't know, no way to find out",pretty happy,spending too little,Yes
1761,male,64,Yes,2,High School,14,disagree,Belief in a higher power,not too happy,spending too little,No
1762,female,71,Yes,0,Graduate degree,18,agree,Believe without a doubt,not too happy,spending too little,Yes
1763,male,75,No,1,Less than High School,9,disagree,Believe without a doubt,not too happy,spending about the right amount,Yes
1764,male,70,Yes,1,High School,14,agree,Atheist,pretty happy,spending too little,No
1765,female,49,Yes,4,High School,12,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
1766,female,43,No,0,High School,12,agree,Believe without a doubt,Very happy,spending too little,Yes
1767,male,71,Yes,5,High School,15,agree,Believe without a doubt,pretty happy,spending too little,Yes
1768,female,80,Yes,0,Less than High School,6,agree,Believe in god sometimes,not too happy,spending about the right amount,Yes
1769,female,62,No,2,High School,14,agree,Believe without a doubt,not too happy,spending about the right amount,Yes
1770,female,36,Yes,1,Graduate degree,16,agree,"Don't know, no way to find out",pretty happy,spending too little,No
1771,female,34,Yes,0,Bachelors,16,agree,Belief in a higher power,not too happy,spending about the right amount,No
1772,female,72,No,4,Bachelors,17,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1773,female,67,Yes,1,Bachelors,17,agree,Believe without a doubt,pretty happy,spending too little,Yes
1774,male,81,Yes,2,High School,12,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
1775,female,63,Yes,3,High School,10,agree,Believe without a doubt,pretty happy,spending too little,No
1776,female,62,Yes,2,Bachelors,16,agree,Belief in a higher power,pretty happy,spending about the right amount,No
1777,female,37,Yes,3,High School,14,unsure,"Believe, but with some doubts",pretty happy,spending too little,Yes
1778,male,76,Yes,0,High School,16,agree,Belief in a higher power,pretty happy,spending about the right amount,Yes
1779,female,24,Yes,0,Bachelors,16,agree,"Believe, but with some doubts",pretty happy,spending about the right amount,No
1780,male,33,Yes,0,Associates,15,agree,Belief in a higher power,pretty happy,spending too little,Yes
1781,female,59,Yes,0,Graduate degree,19,agree,Believe without a doubt,Very happy,spending too little,Yes
1782,female,28,Yes,0,Less than High School,0,disagree,Believe without a doubt,not too happy,spending about the right amount,No
1783,female,67,Yes,1,Bachelors,20,agree,Belief in a higher power,pretty happy,spending too little,No
1784,male,74,Yes,1,Bachelors,16,agree,"Don't know, no way to find out",pretty happy,spending too little,No
1785,male,77,Yes,3,Graduate degree,18,unsure,"Believe, but with some doubts",Very happy,spending too little,Yes
1786,male,64,Yes,0,High School,13,agree,"Believe, but with some doubts",not too happy,spending too little,Yes
1787,male,62,Yes,4,High School,12,agree,Atheist,pretty happy,spending too little,No
1788,female,37,Yes,2,Associates,13,agree,Belief in a higher power,not too happy,spending too much,Yes
1789,female,64,Yes,2,Bachelors,17,agree,Believe without a doubt,not too happy,spending too little,Yes
1790,male,39,Yes,2,Bachelors,16,agree,"Don't know, no way to find out",Very happy,spending too little,No
1791,male,70,Yes,4,Bachelors,18,agree,Believe without a doubt,pretty happy,spending too little,Yes
1792,male,52,Yes,6,Graduate degree,20,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
1793,female,86,Yes,2,High School,12,agree,Believe without a doubt,not too happy,spending too little,Yes
1794,female,78,Yes,3,High School,14,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1795,female,48,Yes,0,High School,12,disagree,Believe without a doubt,pretty happy,spending too little,Yes
1796,female,70,Yes,3,High School,14,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
1797,female,51,No,2,Bachelors,16,agree,Belief in a higher power,not too happy,spending about the right amount,No
1798,female,22,Yes,0,High School,12,unsure,Belief in a higher power,pretty happy,spending about the right amount,Yes
1799,male,55,Yes,1,High School,12,disagree,Believe in god sometimes,pretty happy,spending about the right amount,Yes
1800,female,37,Yes,2,High School,16,agree,Believe without a doubt,pretty happy,spending too little,Yes
1801,female,66,Yes,1,High School,12,unsure,Belief in a higher power,not too happy,spending about the right amount,Yes
1802,female,69,Yes,2,Bachelors,17,agree,Believe without a doubt,pretty happy,spending too little,Yes
1803,male,74,Yes,1,Bachelors,16,disagree,"Don't know, no way to find out",pretty happy,spending about the right amount,No
1804,female,84,Yes,2,Graduate degree,18,agree,Atheist,Very happy,spending too little,No
